time,aqi,pm2_5,pm10,so2,co,no2,o3,cityname
2020/10/14,147,56,105,14,1.1,76,211,成都
2020/10/15,167,56,128,13,0.9,66,232,成都
2020/10/16,182,70,120,12,1.1,73,247,成都
2020/10/17,55,30,50,9,0.7,33,105,成都
2020/10/18,94,36,58,8,0.8,44,152,成都
2020/10/19,80,30,44,7,0.7,34,135,成都
2020/10/20,114,44,69,9,0.9,50,175,成都
2020/10/21,55,29,44,7,0.8,29,105,成都
2020/10/22,55,11,24,6,0.4,22,105,成都
2020/10/23,76,25,51,8,0.5,34,131,成都
2020/10/24,71,38,66,8,0.6,42,125,成都
2020/10/25,146,44,73,8,0.7,42,210,成都
2020/10/26,51,27,52,7,0.6,35,79,成都
2020/10/27,87,31,79,8,0.5,33,144,成都
2020/10/28,0,0,0,13,0.6,40,152,成都
2020/10/29,0,0,0,16,0.7,56,141,成都
2020/10/30,80,54,110,12,0.7,54,114,成都
2020/10/31,80,30,52,10,0.6,31,136,成都
2020/11/1,55,39,58,7,0.7,35,102,成都
2020/11/2,65,47,69,8,0.8,43,90,成都
2020/11/3,82,47,83,9,1,65,57,成都
2020/11/4,90,16,27,8,0.6,43,148,成都
2020/11/5,107,25,47,10,0.7,46,167,成都
2020/11/6,147,35,56,11,0.8,47,211,成都
2020/11/7,126,44,68,10,0.8,40,188,成都
2020/11/8,60,15,24,6,0.4,13,111,成都
2020/11/9,86,22,33,10,0.6,28,143,成都
2020/11/10,94,21,33,8,0.5,29,152,成都
2020/11/11,58,27,41,8,0.7,46,78,成都
2020/11/12,83,26,36,7,0.6,27,139,成都
2020/11/13,59,21,32,9,0.6,29,110,成都
2020/11/14,58,20,33,12,0.6,34,109,成都
2020/11/15,40,18,29,9,0.5,27,80,成都
2020/11/16,62,31,48,8,0.6,31,114,成都
2020/11/17,45,23,40,9,0.7,36,65,成都
2020/11/18,50,10,14,8,0.7,21,100,成都
2020/11/19,67,20,40,9,0.9,49,120,成都
2020/11/20,91,34,63,10,0.9,52,149,成都
2020/11/21,33,16,26,8,0.8,26,66,成都
2020/11/22,94,26,42,9,0.9,40,152,成都
2020/11/23,57,32,52,10,0.9,45,85,成都
2020/11/24,44,18,30,9,0.8,27,87,成都
2020/11/25,38,18,29,9,0.7,27,76,成都
2020/11/26,38,12,20,9,0.6,20,76,成都
2020/11/27,55,18,27,8,0.7,25,105,成都
2020/11/28,88,15,23,8,0.7,35,145,成都
2020/11/29,49,28,46,8,1,39,83,成都
2020/11/30,48,14,21,8,0.7,25,96,成都
2020/12/1,60,17,26,7,0.8,29,111,成都
2020/12/2,32,10,18,9,0.6,21,63,成都
2020/12/3,36,6,10,8,0.6,15,72,成都
2020/12/4,38,10,17,8,0.8,30,55,成都
2020/12/5,80,14,24,6,0.9,32,135,成都
2020/12/6,42,8,16,7,0.8,19,84,成都
2020/12/7,56,17,26,6,0.7,19,107,成都
2020/12/8,39,16,23,6,0.7,21,78,成都
2020/12/9,29,7,9,6,0.6,16,58,成都
2020/12/10,35,15,21,6,0.7,28,46,成都
2020/12/11,46,6,9,6,0.5,20,91,成都
2020/12/12,38,12,19,7,0.6,30,67,成都
2020/12/13,86,23,40,8,0.9,40,143,成都
2020/12/14,73,28,46,8,0.9,40,127,成都
2020/12/15,42,14,22,8,0.7,27,84,成都
2020/12/16,55,15,24,8,0.7,35,106,成都
2020/12/17,60,17,27,7,0.7,32,111,成都
2020/12/18,79,30,48,7,0.8,35,134,成都
2020/12/19,86,33,55,7,0.9,35,143,成都
2020/12/20,117,31,50,8,0.7,30,178,成都
2020/12/21,143,21,40,8,0.7,31,207,成都
2020/12/22,82,37,67,9,0.9,47,138,成都
2020/12/23,64,34,62,9,0.9,51,114,成都
2020/12/24,137,37,59,8,0.8,47,200,成都
2020/12/25,105,38,59,7,0.7,39,165,成都
2020/12/26,62,31,46,8,0.8,38,114,成都
2020/12/27,54,17,27,8,0.7,37,104,成都
2020/12/28,69,28,42,8,0.7,34,122,成都
2020/12/29,74,19,30,8,0.7,28,128,成都
2020/12/30,38,15,24,7,0.6,30,61,成都
2020/12/31,75,24,39,7,0.7,39,129,成都
2021/1/1,55,30,47,7,0.8,44,55,成都
2021/1/2,33,16,24,7,0.6,26,51,成都
2021/1/3,37,18,29,7,0.6,29,69,成都
2021/1/4,75,24,40,7,0.8,41,129,成都
2021/1/5,62,29,50,7,0.9,49,108,成都
2021/1/6,142,34,57,8,0.8,44,206,成都
2021/1/7,50,24,42,7,0.8,40,84,成都
2021/1/8,50,25,43,7,0.8,40,94,成都
2021/1/9,60,26,44,7,0.8,40,112,成都
2021/1/10,61,15,25,7,0.7,27,113,成都
2021/1/11,85,31,52,8,0.8,41,141,成都
2021/1/12,65,28,47,7,0.8,37,118,成都
2021/1/13,100,38,62,9,0.9,43,160,成都
2021/1/14,105,32,53,8,0.7,37,165,成都
2021/1/15,141,46,76,8,0.9,49,205,成都
2021/1/16,66,24,38,7,0.7,25,119,成都
2021/1/17,71,22,42,8,0.7,31,125,成都
2021/1/18,100,26,47,9,0.7,38,160,成都
2021/1/19,95,33,60,9,0.8,43,153,成都
2021/1/20,116,38,68,9,0.9,47,177,成都
2021/1/21,112,41,65,9,0.9,41,173,成都
2021/1/22,64,12,21,8,0.6,25,116,成都
2021/1/23,124,37,62,9,0.9,40,186,成都
2021/1/24,76,44,74,9,0.9,49,131,成都
2021/1/25,64,38,59,9,0.9,34,116,成都
2021/1/26,118,32,51,8,0.8,38,179,成都
2021/1/27,105,39,62,9,0.9,49,165,成都
2021/1/28,130,46,72,9,0.9,48,192,成都
2021/1/29,131,54,85,10,1,52,194,成都
2021/1/30,91,37,56,7,0.9,41,149,成都
2021/1/31,106,37,55,7,0.9,34,166,成都
2021/2/1,107,28,43,8,0.8,30,167,成都
2021/2/2,76,25,39,8,0.8,22,131,成都
2021/2/3,55,13,24,8,0.7,25,105,成都
2021/2/4,127,30,53,8,0.9,41,189,成都
2021/2/5,36,19,29,8,0.7,24,71,成都
2021/2/6,45,16,29,7,0.6,36,61,成都
2021/2/7,55,28,51,9,0.8,44,61,成都
2021/2/8,60,29,54,9,0.7,38,111,成都
2021/2/9,51,32,51,8,0.7,30,64,成都
2021/2/10,47,17,28,7,0.6,23,93,成都
2021/2/11,48,29,42,7,0.7,38,56,成都
2021/2/12,45,28,40,7,0.8,36,77,成都
2021/2/13,35,23,34,7,0.7,28,66,成都
2021/2/14,43,28,38,7,0.8,34,44,成都
2021/2/15,34,16,23,6,0.7,27,54,成都
2021/2/16,44,13,29,7,0.7,35,84,成都
2021/2/17,74,19,38,8,0.8,37,128,成都
2021/2/18,48,26,43,7,0.9,38,50,成都
2021/2/19,39,21,32,7,0.9,31,58,成都
2021/2/20,58,21,49,8,1,46,34,成都
2021/2/21,70,14,34,8,0.7,36,123,成都
2021/2/22,72,35,61,9,0.7,38,126,成都
2021/2/23,62,44,61,8,0.9,36,45,成都
2021/2/24,32,15,22,7,0.7,18,63,成都
2021/2/25,27,8,14,6,0.7,17,54,成都
2021/2/26,46,10,18,7,0.8,25,92,成都
2021/2/27,33,12,23,7,0.7,26,53,成都
2021/2/28,55,16,32,7,0.7,35,105,成都
2021/3/1,49,25,45,8,0.8,39,92,成都
2021/3/2,50,23,37,7,0.8,40,49,成都
2021/3/3,49,16,26,6,0.7,39,44,成都
2021/3/4,52,20,34,7,0.7,41,26,成都
2021/3/5,39,16,25,6,0.5,31,56,成都
2021/3/6,48,24,39,7,0.6,38,63,成都
2021/3/7,62,44,63,7,0.7,42,71,成都
2021/3/8,84,62,81,7,0.8,43,69,成都
2021/3/9,42,26,36,7,0.6,33,54,成都
2021/3/10,47,24,33,6,0.6,37,79,成都
2021/3/11,54,18,32,7,0.6,43,67,成都
2021/3/12,48,17,44,8,0.4,37,95,成都
2021/3/13,84,59,103,10,0.8,67,41,成都
2021/3/14,94,70,105,8,0.8,51,39,成都
2021/3/15,59,42,53,6,0.6,28,62,成都
2021/3/16,54,38,50,7,0.7,37,66,成都
2021/3/17,57,36,52,7,0.7,45,85,成都
2021/3/18,73,53,73,8,0.8,53,45,成都
2021/3/19,87,64,92,7,0.8,53,30,成都
2021/3/20,49,34,42,6,0.7,33,33,成都
2021/3/21,35,19,24,6,0.6,28,45,成都
2021/3/22,35,17,24,6,0.7,28,45,成都
2021/3/23,42,21,30,7,0.7,33,74,成都
2021/3/24,73,53,75,8,1,54,18,成都
2021/3/25,59,34,55,8,0.8,47,63,成都
2021/3/26,58,40,66,8,0.7,43,19,成都
2021/3/27,59,39,66,9,0.9,47,76,成都
2021/3/28,90,57,106,12,1.3,72,57,成都
2021/3/29,95,71,121,14,1.1,58,45,成都
2021/3/30,90,67,107,8,0.9,52,93,成都
2021/3/31,142,108,155,11,1.1,67,52,成都
2021/4/1,97,72,106,10,1,52,62,成都
2021/4/2,70,46,78,10,1,56,83,成都
2021/4/3,97,72,109,12,1.1,64,115,成都
2021/4/4,128,97,135,12,1.1,61,110,成都
2021/4/5,105,79,112,14,0.9,61,76,成都
2021/4/6,62,44,71,10,0.7,42,63,成都
2021/4/7,47,21,39,8,0.5,37,49,成都
2021/4/8,54,38,56,8,0.5,40,32,成都
2021/4/9,47,26,38,7,0.5,37,51,成都
2021/4/10,45,30,43,8,0.6,36,67,成都
2021/4/11,72,52,71,6,0.6,48,34,成都
2021/4/12,94,70,100,8,0.9,58,28,成都
2021/4/13,85,63,89,7,0.8,50,59,成都
2021/4/14,75,55,76,6,0.8,44,54,成都
2021/4/15,77,56,78,7,0.8,46,15,成都
2021/4/16,90,67,94,9,0.9,49,9,成都
2021/4/17,50,33,50,7,0.8,36,16,成都
2021/4/18,32,9,16,5,0.6,25,33,成都
2021/4/19,34,15,23,5,0.5,27,39,成都
2021/4/20,52,25,38,6,0.6,41,60,成都
2021/4/21,63,37,60,7,0.7,50,35,成都
2021/4/22,79,58,92,8,0.9,55,19,成都
2021/4/23,82,60,99,9,0.9,56,30,成都
2021/4/24,70,45,79,8,0.8,56,54,成都
2021/4/25,95,71,102,8,0.8,49,49,成都
2021/4/26,108,81,119,7,1.1,60,34,成都
2021/4/27,143,109,152,8,1.2,57,42,成都
2021/4/28,103,77,104,6,0.9,46,29,成都
2021/4/29,88,65,105,7,1.1,52,48,成都
2021/4/30,84,62,107,7,0.9,50,29,成都
2021/5/1,112,84,147,7,1.1,55,17,成都
2021/5/2,138,105,163,8,1.3,68,15,成都
2021/5/3,82,60,95,7,1.1,51,23,成都
2021/5/4,69,50,69,6,0.9,40,16,成都
2021/5/5,87,45,123,7,0.9,47,51,成都
2021/5/6,0,0,0,8,0.8,55,24,成都
2021/5/7,0,0,0,9,0.7,43,23,成都
2021/5/8,81,41,112,8,0.7,42,26,成都
2021/5/9,60,26,69,5,0.6,23,45,成都
2021/5/10,33,22,31,5,0.6,26,26,成都
2021/5/11,32,16,21,4,0.8,25,10,成都
2021/5/12,45,31,44,5,0.8,33,9,成都
2021/5/13,63,45,69,7,1,43,19,成都
2021/5/14,85,63,104,8,1.3,64,17,成都
2021/5/15,114,86,138,8,1.1,67,12,成都
2021/5/16,113,85,122,9,0.9,58,11,成都
2021/5/17,105,79,117,9,0.9,56,34,成都
2021/5/18,87,64,100,9,1.1,53,57,成都
2021/5/19,134,102,155,9,1.4,72,62,成都
2021/5/20,158,120,166,8,1.2,79,31,成都
2021/5/21,192,144,195,8,1.2,69,24,成都
2021/5/22,205,155,207,10,1.2,57,22,成都
2021/5/23,135,103,140,7,1.1,58,12,成都
2021/5/24,57,38,62,8,0.7,45,62,成都
2021/5/25,64,37,64,7,0.7,51,33,成都
2021/5/26,62,43,74,8,0.8,45,13,成都
2021/5/27,52,34,50,6,0.9,41,14,成都
2021/5/28,82,60,94,7,1.1,57,18,成都
2021/5/29,65,47,69,6,0.9,40,11,成都
2021/5/30,50,35,44,6,1,25,37,成都
2021/5/31,67,48,63,6,0.9,33,42,成都
2021/6/1,88,65,76,6,1,43,27,成都
2021/6/2,78,57,73,5,1.1,44,17,成都
2021/6/3,77,56,66,8,1.2,46,20,成都
2021/6/4,84,62,87,9,1,44,32,成都
2021/6/5,99,74,100,7,1,47,14,成都
2021/6/6,78,57,90,5,1,52,60,成都
2021/6/7,98,73,118,8,1.4,68,51,成都
2021/6/8,125,95,145,8,1.2,66,20,成都
2021/6/9,128,97,138,8,1.2,61,38,成都
2021/6/10,133,101,155,11,1.4,71,20,成都
2021/6/11,138,105,142,9,1.2,56,23,成都
2021/6/12,95,71,94,6,1.2,41,20,成都
2021/6/13,89,66,90,7,1.4,49,69,成都
2021/6/14,104,78,109,7,1.4,60,27,成都
2021/6/15,102,76,111,6,1.5,51,55,成都
2021/6/16,138,105,152,9,1.7,71,29,成都
2021/6/17,68,49,80,7,1,51,58,成都
2021/6/18,84,62,102,8,0.7,51,65,成都
2021/6/19,119,90,142,9,1,62,21,成都
2021/6/20,107,80,114,6,1,51,45,成都
2021/6/21,84,62,99,7,1,55,80,成都
2021/6/22,88,65,115,10,1,59,76,成都
2021/6/23,69,43,77,7,0.7,55,46,成都
2021/6/24,104,78,122,10,1,60,59,成都
2021/6/25,132,100,158,11,1,70,58,成都
2021/6/26,138,105,160,10,1,75,28,成都
2021/6/27,148,113,165,9,1.2,70,38,成都
2021/6/28,152,116,161,8,1.2,55,38,成都
2021/6/29,88,65,83,5,1,32,28,成都
2021/6/30,79,58,76,5,1,39,70,成都
2021/7/1,105,79,108,6,1.1,46,60,成都
2021/7/2,102,76,101,6,1,45,40,成都
2021/7/3,88,65,91,5,1.1,44,33,成都
2021/7/4,88,65,83,5,1,45,62,成都
2021/7/5,105,79,98,6,1,36,34,成都
2021/7/6,64,46,65,5,1,31,85,成都
2021/7/7,83,61,93,7,0.8,39,97,成都
2021/7/8,137,104,140,10,0.9,36,111,成都
2021/7/9,112,84,116,7,0.9,35,97,成都
2021/7/10,90,67,93,7,0.9,36,99,成都
2021/7/11,73,53,78,6,0.7,16,60,成都
2021/7/12,57,34,63,4,0.7,14,56,成都
2021/7/13,42,28,42,4,0.8,17,63,成都
2021/7/14,58,41,56,5,1,23,78,成都
2021/7/15,54,38,55,4,1,28,75,成都
2021/7/16,82,60,84,6,1.1,38,70,成都
2021/7/17,97,72,98,5,1.2,41,37,成都
2021/7/18,72,52,82,6,1.2,46,56,成都
2021/7/19,72,50,94,6,1,45,35,成都
2021/7/20,51,33,51,3,0.9,22,31,成都
2021/7/21,36,25,35,4,0.9,27,44,成都
2021/7/22,57,40,58,5,0.9,39,40,成都
2021/7/23,70,51,72,7,0.8,43,53,成都
2021/7/24,69,49,76,7,1.1,55,73,成都
2021/7/25,120,91,131,11,1.4,77,13,成都
2021/7/26,108,81,112,6,1,53,30,成都
2021/7/27,75,55,79,5,0.7,40,23,成都
2021/7/28,75,55,80,7,0.9,48,35,成都
2021/7/29,74,54,76,5,0.7,39,47,成都
2021/7/30,60,43,62,6,0.7,45,57,成都
2021/7/31,79,58,86,8,0.9,54,38,成都
2021/8/1,50,35,48,4,0.8,36,29,成都
2021/8/2,48,17,26,5,0.8,38,81,成都
2021/8/3,59,32,50,6,0.8,47,83,成都
2021/8/4,69,50,76,8,0.8,47,68,成都
2021/8/5,67,42,68,6,0.9,53,85,成都
2021/8/6,68,39,57,5,0.8,54,45,成都
2021/8/7,44,28,37,5,0.6,35,42,成都
2021/8/8,51,31,52,4,0.7,32,61,成都
2021/8/9,62,44,65,5,0.8,47,99,成都
2021/8/10,68,49,76,7,0.8,50,106,成都
2021/8/11,84,62,101,7,0.9,56,126,成都
2021/8/12,102,75,134,12,1,84,69,成都
2021/8/13,88,65,111,11,0.8,52,68,成都
2021/8/14,74,30,61,7,0.7,59,40,成都
2021/8/15,70,41,74,11,0.7,56,55,成都
2021/8/16,56,39,61,5,0.6,42,62,成都
2021/8/17,63,42,67,5,0.8,50,64,成都
2021/8/18,87,57,102,6,1,69,68,成都
2021/8/19,95,71,121,7,1,64,74,成都
2021/8/20,97,72,110,7,1.1,62,118,成都
2021/8/21,73,40,95,7,0.7,50,75,成都
2021/8/22,61,30,71,5,0.6,35,75,成都
2021/8/23,52,22,54,5,0.5,38,59,成都
2021/8/24,63,39,69,5,0.7,50,63,成都
2021/8/25,70,41,72,6,0.8,56,68,成都
2021/8/26,78,57,95,6,0.9,57,78,成都
2021/8/27,73,53,91,8,0.9,55,115,成都
2021/8/28,66,33,66,7,0.7,44,119,成都
2021/8/29,94,54,117,11,1,61,152,成都
2021/8/30,81,50,112,9,0.8,56,84,成都
2021/8/31,61,31,72,7,0.7,40,79,成都
2021/9/1,63,42,76,5,0.7,39,54,成都
2021/9/2,57,40,57,6,0.8,33,74,成都
2021/9/3,53,28,46,6,0.7,42,79,成都
2021/9/4,68,49,67,6,0.7,39,104,成都
2021/9/5,65,45,67,10,0.8,48,118,成都
2021/9/6,90,38,76,11,0.9,62,148,成都
2021/9/7,112,54,108,13,1.1,72,173,成都
2021/9/8,90,55,111,14,0.9,70,148,成都
2021/9/9,91,27,67,8,0.6,38,149,成都
2021/9/10,54,24,58,6,0.7,34,72,成都
2021/9/11,42,22,42,5,0.7,29,76,成都
2021/9/12,78,57,89,6,1,52,59,成都
2021/9/13,70,51,81,7,1,45,91,成都
2021/9/14,54,14,32,5,0.6,24,104,成都
2021/9/15,48,29,48,5,0.7,26,66,成都
2021/9/16,67,48,63,6,0.7,36,119,成都
2021/9/17,75,55,81,8,0.8,47,97,成都
2021/9/18,94,70,108,10,1,65,120,成都
2021/9/19,102,76,128,10,1.1,66,141,成都
2021/9/20,50,24,43,6,0.9,40,68,成都
2021/9/21,79,22,43,7,0.7,41,134,成都
2021/9/22,95,34,73,9,0.8,51,153,成都
2021/9/23,122,45,85,8,0.8,56,184,成都
2021/9/24,155,55,96,10,1,57,220,成都
2021/9/25,127,55,101,8,1,57,189,成都
2021/9/26,135,47,82,9,0.9,46,198,成都
2021/9/27,76,32,63,8,0.8,23,131,成都
2021/9/28,50,13,27,5,0.7,18,99,成都
2021/9/29,71,21,37,6,0.7,33,125,成都
2021/9/30,57,23,43,6,0.7,43,108,成都
2021/10/1,63,45,71,8,0.8,41,96,成都
2021/10/2,56,31,45,5,0.7,24,107,成都
2021/10/3,57,40,61,5,0.8,25,76,成都
2021/10/4,55,39,55,6,0.8,30,75,成都
2021/10/5,44,30,44,6,0.8,30,52,成都
2021/10/6,30,8,13,6,0.7,19,59,成都
2021/10/7,48,5,9,5,0.6,15,95,成都
2021/10/8,56,22,32,5,0.8,38,107,成都
2021/10/9,59,11,21,5,0.7,30,110,成都
2021/10/10,71,29,52,7,0.8,47,125,成都
2021/10/11,83,61,96,8,1,52,128,成都
2021/10/12,75,36,52,4,0.8,23,130,成都
2021/10/13,106,23,47,5,0.6,21,166,成都
2021/10/14,72,50,94,6,0.7,32,117,成都
2021/10/15,64,46,77,6,0.8,37,110,成都
2021/10/16,71,26,60,6,0.7,44,125,成都
2021/10/17,66,41,73,5,0.8,44,119,成都
2021/10/18,69,45,69,6,0.8,40,122,成都
2021/10/19,55,27,59,5,0.6,27,90,成都
2021/10/20,58,20,49,5,0.5,27,109,成都
2021/10/21,108,26,58,5,0.6,37,168,成都
2021/10/22,84,36,75,7,0.7,42,140,成都
2021/10/23,125,43,83,6,0.8,53,187,成都
2021/10/24,81,46,82,6,0.9,49,137,成都
2021/10/25,100,51,76,5,1,42,160,成都
2021/10/26,80,48,76,5,1.1,60,136,成都
2021/10/27,60,25,69,5,0.8,38,92,成都
2021/10/28,40,14,32,5,0.6,21,80,成都
2021/10/29,32,15,24,4,0.7,25,47,成都
2021/10/30,60,33,49,5,0.9,48,84,成都
2021/10/31,64,41,70,8,1,49,116,成都
2021/11/1,99,31,50,6,0.7,32,158,成都
2021/11/2,110,34,66,8,0.9,45,170,成都
2021/11/3,155,48,106,8,1,64,220,成都
2021/11/4,171,61,117,10,1.1,55,236,成都
2021/11/5,111,17,33,5,0.7,20,172,成都
2021/11/6,95,22,40,8,0.8,38,153,成都
2021/11/7,100,22,36,5,0.7,17,159,成都
2021/11/8,54,38,56,5,0.9,32,85,成都
2021/11/9,102,19,34,5,0.7,21,162,成都
2021/11/10,61,28,47,5,0.7,27,113,成都
2021/11/11,47,17,27,5,0.6,16,94,成都
2021/11/12,148,17,28,5,0.7,20,212,成都
2021/11/13,103,23,35,5,0.6,15,163,成都
2021/11/14,46,23,33,4,0.7,21,91,成都
2021/11/15,48,14,21,4,0.6,15,95,成都
2021/11/16,68,24,34,5,0.6,31,121,成都
2021/11/17,47,25,38,5,0.7,37,60,成都
2021/11/18,42,21,34,6,0.7,33,66,成都
2021/11/19,37,21,31,5,0.7,29,60,成都
2021/11/20,67,20,37,6,0.9,37,120,成都
2021/11/21,49,13,28,6,0.7,27,97,成都
2021/11/22,49,6,16,5,0.6,12,97,成都
2021/11/23,61,17,29,6,0.6,15,113,成都
2021/11/24,38,16,25,5,0.6,22,75,成都
2021/11/25,35,18,29,5,0.8,28,69,成都
2021/11/26,42,25,39,5,0.8,33,79,成都
2021/11/27,50,17,28,5,0.8,27,99,成都
2021/11/28,62,8,21,5,0.7,28,114,成都
2021/11/29,102,25,54,7,0.8,55,162,成都
2021/11/30,109,40,80,9,0.9,66,169,成都
2021/12/1,156,41,82,8,0.9,57,221,成都
2021/12/2,72,39,77,8,0.9,55,126,成都
2021/12/3,53,35,56,5,0.8,41,68,成都
2021/12/4,52,18,26,4,0.7,26,102,成都
2021/12/5,72,23,36,5,0.7,30,126,成都
2021/12/6,67,36,56,6,1,53,60,成都
2021/12/7,60,19,36,5,0.8,48,73,成都
2021/12/8,54,21,36,5,0.9,29,104,成都
2021/12/9,62,24,43,5,0.8,38,114,成都
2021/12/10,64,17,27,5,0.8,35,116,成都
2021/12/11,39,19,28,5,0.8,31,73,成都
2021/12/12,55,14,23,5,0.7,24,105,成都
2021/12/13,79,11,24,6,0.7,31,134,成都
2021/12/14,103,26,46,5,0.8,41,163,成都
2021/12/15,49,27,38,5,0.8,39,68,成都
2021/12/16,33,11,16,4,0.7,21,66,成都
2021/12/17,44,10,18,5,0.7,24,88,成都
2021/12/18,57,14,31,5,0.8,30,108,成都
2021/12/19,39,9,18,4,0.6,20,77,成都
2021/12/20,49,10,21,4,0.7,28,98,成都
2021/12/21,72,17,31,4,0.7,31,126,成都
2021/12/22,39,14,24,4,0.7,31,64,成都
2021/12/23,64,21,50,4,0.8,51,66,成都
2021/12/24,63,25,46,4,0.9,50,101,成都
2021/12/25,85,21,42,4,0.7,45,141,成都
2021/12/26,106,39,70,5,0.9,55,166,成都
2021/12/27,68,35,60,4,0.9,47,121,成都
2021/12/28,65,27,46,4,0.7,32,117,成都
2021/12/29,43,8,14,4,0.6,25,85,成都
2021/12/30,47,14,30,4,0.7,37,76,成都
2021/12/31,125,21,40,4,0.8,42,187,成都
2022/1/1,80,32,56,4,0.8,44,136,成都
2022/1/2,54,25,43,5,0.8,43,65,成都
2022/1/3,47,11,18,4,0.6,21,93,成都
2022/1/4,49,15,27,4,0.6,28,98,成都
2022/1/5,34,13,24,4,0.6,27,46,成都
2022/1/6,55,8,15,4,0.5,21,105,成都
2022/1/7,149,22,44,6,0.8,41,213,成都
2022/1/8,75,23,45,5,0.8,40,129,成都
2022/1/9,95,18,35,5,0.7,32,153,成都
2022/1/10,130,23,46,5,0.8,41,193,成都
2022/1/11,130,26,52,6,0.7,40,192,成都
2022/1/12,185,40,80,8,0.9,54,250,成都
2022/1/13,102,43,90,8,0.9,51,162,成都
2022/1/14,100,18,36,5,0.7,29,160,成都
2022/1/15,120,24,47,6,0.7,39,182,成都
2022/1/16,140,27,54,6,0.8,51,204,成都
2022/1/17,174,43,80,8,0.9,58,239,成都
2022/1/18,71,51,92,14,0.9,49,118,成都
2022/1/19,51,35,52,6,0.8,34,86,成都
2022/1/20,50,27,43,5,0.9,40,81,成都
2022/1/21,52,24,42,5,0.8,33,102,成都
2022/1/22,109,35,51,5,0.8,29,169,成都
2022/1/23,119,26,42,5,0.7,30,180,成都
2022/1/24,151,41,64,7,0.9,41,216,成都
2022/1/25,114,40,65,7,0.9,42,175,成都
2022/1/26,121,54,90,8,1,49,183,成都
2022/1/27,68,14,31,5,0.7,34,121,成都
2022/1/28,79,22,43,6,0.8,36,134,成都
2022/1/29,102,31,59,6,0.9,43,162,成都
2022/1/30,59,41,66,9,0.9,47,96,成都
2022/1/31,54,27,40,4,0.9,43,70,成都
2022/2/1,59,42,62,4,1,43,87,成都
2022/2/2,43,30,41,4,0.9,32,68,成都
2022/2/3,43,30,43,5,0.8,32,50,成都
2022/2/4,35,20,30,4,0.8,28,44,成都
2022/2/5,42,28,39,5,0.7,30,84,成都
2022/2/6,54,36,57,5,0.9,42,63,成都
2022/2/7,46,32,45,5,0.9,36,66,成都
2022/2/8,41,21,31,5,0.7,21,82,成都
2022/2/9,34,19,28,4,0.8,27,49,成都
2022/2/10,37,6,13,4,0.7,20,74,成都
2022/2/11,40,21,32,5,0.9,32,47,成都
2022/2/12,45,25,41,5,0.9,36,65,成都
2022/2/13,36,4,9,4,0.5,13,72,成都
2022/2/14,38,6,12,4,0.5,18,75,成都
2022/2/15,42,13,26,5,0.7,33,59,成都
2022/2/16,44,21,37,8,0.8,35,80,成都
2022/2/17,37,9,19,6,0.6,29,55,成都
2022/2/18,47,15,34,6,0.7,32,93,成都
2022/2/19,39,14,30,6,0.7,31,33,成都
2022/2/20,52,20,44,6,0.8,41,58,成都
2022/2/21,67,26,55,7,0.8,53,75,成都
2022/2/22,78,43,86,8,1,60,133,成都
2022/2/23,73,51,91,9,0.9,58,50,成都
2022/2/24,48,26,40,5,0.6,38,45,成都
2022/2/25,60,22,35,7,0.5,34,112,成都
2022/2/26,69,41,75,7,0.8,55,73,成都
2022/2/27,75,55,92,7,1,56,128,成都
2022/2/28,83,61,99,6,1,57,130,成都
2022/3/1,102,76,117,9,1.1,58,126,成都
2022/3/2,103,77,128,9,1.2,63,90,成都
2022/3/3,78,57,80,6,0.9,28,105,成都
2022/3/4,60,43,57,8,0.7,25,86,成都
2022/3/5,59,42,60,5,0.8,27,63,成都
2022/3/6,32,14,26,5,0.7,25,44,成都
2022/3/7,45,15,26,5,0.6,29,89,成都
2022/3/8,32,15,27,5,0.7,25,31,成都
2022/3/9,39,16,29,5,0.7,31,57,成都
2022/3/10,45,26,41,5,0.7,36,40,成都
2022/3/11,45,23,40,8,0.7,36,32,成都
2022/3/12,59,35,62,8,0.9,47,36,成都
2022/3/13,64,34,60,8,0.8,51,71,成都
2022/3/14,58,28,51,5,0.6,46,67,成都
2022/3/15,57,34,55,6,0.7,45,31,成都
2022/3/16,53,25,42,5,0.6,42,37,成都
2022/3/17,49,27,40,6,0.6,39,37,成都
2022/3/18,43,14,25,5,0.6,34,73,成都
2022/3/19,54,26,42,6,0.7,43,86,成都
2022/3/20,57,24,42,6,0.6,45,92,成都
2022/3/21,67,44,72,8,0.7,53,79,成都
2022/3/22,82,60,91,8,0.8,55,40,成都
2022/3/23,55,37,59,5,0.8,41,27,成都
2022/3/24,47,24,40,6,0.7,37,57,成都
2022/3/25,53,21,39,6,0.7,42,51,成都
2022/3/26,37,18,30,5,0.6,29,48,成都
2022/3/27,34,7,13,5,0.4,27,52,成都
2022/3/28,47,19,25,5,0.5,37,38,成都
2022/3/29,49,24,35,6,0.5,39,39,成都
2022/3/30,65,33,53,6,0.7,52,67,成都
2022/3/31,69,50,75,8,0.9,53,75,成都
2022/4/1,97,72,92,9,0.9,60,65,成都
2022/4/2,80,59,85,6,0.8,50,37,成都
2022/4/3,53,37,53,7,0.6,39,53,成都
2022/4/4,59,42,62,6,0.7,44,73,成都
2022/4/5,50,35,47,4,0.5,28,78,成都
2022/4/6,67,48,66,6,0.7,40,42,成都
2022/4/7,50,35,49,7,0.5,30,59,成都
